,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
109,1127043,branded_food,"ALMOND BUTTER PLANT-BASED PROTEIN BAR, ALMOND BUTTER",,2020-11-13,Bright Bar,,,856347008083,"ALMONDS, PREBIOTIC FIBER (FROM TAPIOCA), BRIGHT ORGANIC PROTEIN BLEND (ORGANIC PUMPKIN PROTEIN, ORGANIC PEA PROTEIN, ORGANIC BROWN RICE PROTEIN), ORGANIC COCONUT NECTAR, BRIGHT SUPERFOOD BLEND (APPLE POWDER, BANANA POWDER, COCONUT MILK POWDER, KALE POWDER, SPINACH POWDER, ORGANIC REISHI POWDER, ORGANIC MACA POWDER), SUNFLOWER OIL, SUNFLOWER LECITHIN, SALT, VITAMIN E",,59.0,g,,"Snack, Energy & Granola Bars",LI,,2020-04-08,2020-11-13,United States,,,,
110,1127082,branded_food,"NO ADDED SUGAR PINT COFFEE ICE CREAM, PINT",,2020-11-13,"UpStar Nutrition, LLC",,,860000268769,"CREAM, WATER, COFFEE BASE (WATER, COLUMBIAN COFFEE, TAPIOCA STARCH, NATURAL FLAVOR), EGG YOLKS, ERYTHRITOL, NON-GMO CHICORY ROOT FIBER, MILK PROTEIN CONCENTRATE, VEGETABLE GLYCERINE, SEA SALT, NON-GMO GUAR GUM, STEVIA, MONK FRUIT, NON-GMO GUM ACACIA.",,100.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
111,1127441,branded_food,"BLACK RASPBERRY FLAVORED CHIP ICE CREAM, BLACK RASPBERRY",,2020-11-13,"Giant Eagle, Inc.",,,30034924768,"MILKFAT AND NONFAT MILK, SUGAR, BLACKBERRY PUREE, CORN SYRUP, CHOCOLATE FLAVORED CHUNKS [SUGAR, HYDROGENATED COCONUT OIL, COCOA, COCOA (PROCESSED WITH ALKALI), COCONUT OIL, SOY LECITHIN, SALT, VANILLA EXTRACT], BUTTERMILK, CONTAINS LESS THAN 2% ÃFRASPBERRY JUICE CONCENTRATE, RASPBERRY PUREE, WHEY, MONO AND DIGLYCERIDES, CELLULOSE GUM, GUAR GUM, CARRAGEENAN, XANTHAN GUM, CITRIC ACID, NATURAL AND ARTIFICIAL FLAVORS, RED 40, BLUE 1, YELLOW 5.",,86.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
112,1127671,branded_food,"CHERRY, LEMON, GRAPE, ORANGE CANDY & DISPENSERS, CHERRY, LEMON, GRAPE, ORANGE",,2020-11-13,"Pez Candy, Inc.",,,73621428539,"SUGAR, CORN SYRUP, ADIPIC ACID, HYDROGENATED PALM KERNEL & PALM OIL, MONO & DIGLYCERIDES, NATURAL & ARTIFICIAL FLAVORS, ARTIFICIAL COLORS FD&C RED 3, YELLOW 5, YELLOW 6, BLUE 2.",,9.0,g,,Candy,LI,,2020-04-08,2020-11-13,United States,,,,
113,1127888,branded_food,"A WATER EXTRACT OF DRIED PRUNES 100% JUICE, PRUNE",,2020-11-13,"Tops Markets, LLC",,,70784152103,PRUNE JUICE.,,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
116,1128230,branded_food,"100% APPLE JUICE FROM CONCENTRATE, APPLE",,2020-11-13,Super Store Industries,,,71754412231,"APPLE JUICE FROM CONCENTRATE (WATER, APPLE JUICE CONCENTRATE), CALCIUM GLUCONATE, CALCIUM LACTATE, ASCORBIC ACID (VITAMIN C), MALIC ACID.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
119,1128810,branded_food,"RACLETTE SLICED CHEESE, RACLETTE",,2020-11-13,Saputo Cheese USA Inc. ,,,711565209141,"CULTURED PASTEURIZED MILK, SALT, ENZYMES. RIND TREATED WITH NATAMYCIN (A NATURAL MOLD INHIBITOR)",,28.0,g,,Cheese,LI,,2020-04-08,2020-11-13,United States,,,,
125,1129792,branded_food,"COCOA, APPLE & CINNAMON FLAVORED DANISH COOKIE COLLECTION, COCOA, APPLE & CINNAMON",,2020-11-13,Kelsen Group A/S,,,77330344777,"WHEAT FLOUR, PALM OIL, SUGAR, OATS, CURRANTS, CINNAMON, SALT, COCOA, AMMONIUM BICARBONATE, INVERT SUGAR, ORANGE OIL, NATURAL FLAVOR, FLAVORING.",,34.0,g,,Cookies & Biscuits,LI,,2020-04-08,2020-11-13,United States,,,,
132,1130967,branded_food,"SWEET N' SALTY MIX CHOCOLATE DROPS, CHOCOLATE PEANUT BUTTER CUPS, PEANUTS, ALMONDS, RAISINS, CASHEWS & DRIED CRANBERRIES, SWEET N' SALTY",,2020-11-13,The Kroger Co.,,,11110912497,"MILK CHOCOLATE RAINBOW DROPS (MILK CHOCOLATE CENTER [CANE SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, WHOLE MILK POWDER, MILKFAT, SOY OR SUNFLOWER LECITHIN {EMULSIFIER}, VANILLA], COLORED SHELL [CANE SUGAR, RICE STARCH, GUM ARABIC, PURE FOOD GLAZE, CORN STARCH, SPIRULINA COLOR, TURMERIC COLOR, RED RADISH COLOR, RED CABBAGE COLOR, BEET COLOR, ANNATTO COLOR]), MILK CHOCOLATE MINI PEANUT BUTTER CUPS (MILK CHOCOLATE [CANE SUGAR, COCOA BUTTER, UNSWEETENED CHOCOLATE, WHOLE MILK, ORGANIC SOY LECITHIN {EMULSIFIER}, SEA SALT, VANILLA EXTRACT], PEANUT BUTTER [PEANUTS, SALT], CANE SUGAR, FRACTIONATED PALM KERNEL OIL, LACTOSE [MILK], SEA SALT, ORGANIC SOY LECITHIN [EMULSIFIER]), ROASTED PEANUTS (PEANUTS, PEANUT, SUNFLOWER AND/OR CANOLA OIL, SEA SALT), DRY ROASTED ALMONDS, RAISINS, DRY ROASTED CASHEWS, CRANBERRIES (CRANBERRIES, CANE SUGAR, SUNFLOWER OIL).",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-04-08,2020-11-13,United States,,,,
137,1132160,branded_food,"ROASTED/SALTED ALMOND, ROASTED/SALTED",,2020-11-13,"Lipari Foods Operating Company, LLC",,,94776076123,"ALMONDS (ROASTED IN COTTONSEED OIL), SALT.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-04-13,2020-11-13,United States,,,,
140,1132912,branded_food,PREMIUM GREEN JUICE SMOOTHIE,,2020-11-13,"Wal-Mart Stores, Inc.",,,78742275024,"APPLE JUICE, COCONUT WATER, MANGO PUREE, PINEAPPLE JUICE, BANANA PUREE, KIWI PUREE, INULIN, SPIRULINA POWDER, LEMON JUICE, NATURAL FLAVORS, ALFALFA POWDER, BROCCOLI POWDER, SPINACH POWDER, BARLEY GRASS POWDER, PARSLEY POWDER, GINGER ROOT POWDER, KALE POWDER.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
141,1133013,branded_food,"TROPICAL TWIST SMOOTHIE, TROPICAL TWIST",,2020-11-13,Stonyfield Farm Inc,,,52159704575,"ORGANIC MANGO PUREE, ORGANIC PEAR PUREE, ORGANIC BANANA PUREE, ORGANIC CARROT PUREE, ORGANIC COCONUT CREAM, ORGANIC LEMON JUICE CONCENTRATE.",,91.0,g,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2020-04-08,2020-11-13,United States,,,,
143,1133537,branded_food,"NEW ORLEANS KETTLE STYLE VOODOO POTATO CHIPS, VOODOO",,2020-11-13,"UTZ Quality Foods, LLC",,,83791020051,"POTATOES, PEANUT OIL OR A BLEND OF PEANUT OIL, AND CANOLA OIL, CORN OIL, OR SUNFLOWER OIL, SUGAR, SALT, SODIUM DIACETATE, TORULA YEAST, DEXTROSE, ONION POWDER, AUTOLYZED YEAST EXTRACT, CITRIC ACID, GARLIC POWDER, PAPRIKA AND TURMERIC EXTRACT, PAPRIKA, SPICE, NATURAL SMOKE FLAVOR.",,56.70000076293945,g,,"Chips, Pretzels & Snacks",LI,,2020-04-08,2020-11-13,United States,,,,
144,1133784,branded_food,"WHITE CHOCOLATE HIGH PROTEIN BAR, WHITE CHOCOLATE",,2020-11-13,"ThinkThin, LLC",,,753656706351,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN ISOLATE, CALCIUM CASEINATE, WHEY PROTEIN CONCENTRATE), MALTITOL SYRUP, VEGETABLE GLYCERIN, ALMOND BUTTER, WATER, PALM KERNEL OIL, SUNFLOWER OIL, NATURAL FLAVOR, LECITHIN, TAPIOCA STARCH, SALT.",,60.0,g,,"Snack, Energy & Granola Bars",LI,,2020-04-30,2020-11-13,United States,,,,
146,1134406,branded_food,"SALTED CARAMEL ICE CREAM, SALTED CARAMEL",,2020-11-13,L.A. Creamery,,,851005003707,"ICE CREAM BASE (MILK, CREAM, PURE CANE SUGAR, NON-FAT DRY MILK, DEXTROSE, STABILIZER {DEXTROSE, GUAR GUM, RICE STARCH}), PURE CANE SUGAR, CREAM (MILK), KOSHER SALT.",,147.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-04-08,2020-11-13,United States,,,,
153,1136620,branded_food,"PICANTE RED PEPPER TIRITAS CRACKLINS, PICANTE RED PEPPER",,2020-11-13,Guerrero Tortilleria,,,48564800018,"PORK FAT WITH ATTACHED SKIN, SALT, MONOSODIUM GLUTAMATE, RED PEPPER.",,14.0,g,,Other Snacks,LI,,2020-04-09,2020-11-13,United States,,,,
157,1137138,branded_food,"12 GRAIN BREAD, 12 GRAIN",,2020-11-13,"Bimbo Bakeries USA, Inc.",,,73410956038,"INGREDIENTS: WHOLE WHEAT FLOUR, WATER, WHOLE GRAINS (WHEAT, RYE, CORN, OATS, MILLET, TRITICALE, BROWN RICE, BARLEY, BUCKWHEAT), WHEAT GLUTEN, SUGAR, SUNFLOWER SEEDS, FLAXSEED, CELLULOSE FIBER, SOYBEAN OIL, YEAST, SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, NATURAL FLAVORS, GRAIN VINEGAR, REB A (STEVIA LEAF SWEETENER), CITRIC ACID, NUTS [WALNUTS, ALMONDS, HAZELNUTS (FILBERTS)], SOY, WHEY.",,43.0,g,,Breads & Buns,LI,,2020-09-15,2020-11-13,United States,,,,
168,1138883,branded_food,"JAPANESE CAJUN PEANUTS, JAPANESE CAJUN",,2020-11-13,Lineberry Vine Company,,,610585871034,"PEANUTS,WHEAT FLOUR, RICE FLOUR, SUGAR, CAJUN DEVILSESONING, (CHILLI POWDER, GARLIC. NATURAL COLOR, NATURAL COLOR[PAPRICA OLEORESIN]), LEAVENING( AMMONIUM BICARBONATE, BAKING SODA),",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-09-21,2020-11-13,United States,,,,
169,1139103,branded_food,NATURAL RAW SQUASH SEEDS,,2020-11-13,Golden Packaging Company,,,795944295048,SQUASH SEEDS.,,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-09-21,2020-11-13,United States,,,,
172,1139652,branded_food,"HIMALAYAN SALT ANCIENT SUPERSEED CRUNCHY AMARANTH SNACKS, HIMALAYAN SALT",,2020-11-13,Zeitnet Inc.,,,703158249405,"ORGANIC PEANUTS, OLIVE OIL, ORGANIC AMARANTH SEEDS, WATER, HIMALAYAN SALT.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-09-25,2020-11-13,United States,,,,
246,356750,branded_food,SMOKED GOUDA CHEESE,,2019-04-01,UNIEKAAS,,,212410305402,"GOUDA CHEESE (PASTEURIZED MILIK, SALT, LACTIC ACID BACTERIA, RENNET, CALCIUM CHLORIDE, SODIUM NITRATE {PRESERVATIVE}, ANNATTO {FOR COLOR}), WATER, BUTTER, SODIUM PHOSPHATE & POLYPHOSPHATE (EMULSIFYING SALTS), CORNSTARCH, WHEY POWDER. CHEESE CULTURES, ENZYMES, ANNATTO COLORING.",,30.0,g,1 ONZ,Cheese,LI,,2018-04-30,2019-04-01,United States,,,,
247,357139,branded_food,"ALDEN'S, ORGANIC ICE CREAM, PEACHES 'N CREAM",,2019-04-01,"Oregon Ice Cream, LLC",,,72609741943,"ORGANIC MILK AND CREAM, ORGANIC CANE SUGAR, ORGANIC PEACHES, ORGANIC TAPIOCA SYRUP, ORGANIC TAPIOCA STARCH, ORGANIC VANILLA EXTRACT, NATURAL FLAVORS, CITRIC ACID, NON-GMO SOY LECITHIN, GUAR GUM, LOCUST BEAN GUM, XANTHAN GUM, ORGANIC RED BEE CONCENTRATE (COLOR), ANNATTO (COLOR).",,73.0,g,0.5 cup,Ice Cream & Frozen Yogurt,LI,,2018-09-04,2019-04-01,United States,,,,
249,357197,branded_food,"BAKERY BOYS OF NEW YORK, POWDERED SUGAR COOKIES, SWISS RASPBERRY",,2019-04-01,Bakery Boys Of N.Y. Ltd.,,,738004000428,"FLOUR (WHEAT FLOUR, NIACIN, MALTED BARLEY FLOUR, IRON, POTASSIUM BROMATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE SHORTENING, SUGAR, EGG WHITES, HONEY, RASPBERRY JAM, POWDERED SUGAR (ALMOND, BUTTER, VANILLA FLAVORED), FD&C COLORS YELLOW #5, RED #40, YELLOW #6).",,28.0,g,1 ONZ,Cookies & Biscuits,LI,,2017-11-04,2019-04-01,United States,,,,
253,357489,branded_food,"CARDENAS, WHOLE MILK CHEESE",,2019-04-01,Mennco Foods,,,8945707,"PASTURIZED MILK, SALT, ENZYMES & CULTURES.",,28.0,g,1 ONZ,Cheese,LI,,2018-05-24,2019-04-01,United States,,,,
257,357894,branded_food,"WEIS, COUNTRY STYLE OATMEAL SOFT COOKIES",,2019-04-01,"Weis Markets, Inc.",,,41497560196,"ENRICHED BLEACHED AND UNBLEACHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN AND/OR COTTONSEED OILS), HIGH FRUCTOSE CORN SYRUP, OATMEAL, RAISIN PASTE, WATER, CORN SYRUP, DRIED EGGS, LEAVENING (BAKING SODA), SALT, DRIED WHEY, CINNAMON, NATURAL AND ARTIFICIAL FLAVORS.",,28.0,g,1 COOKIE,Cookies & Biscuits,LI,,2018-05-26,2019-04-01,United States,,,,
264,358757,branded_food,CHOCOLATY DIPPED HEART-SHAPED PRETZELS,,2019-04-01,Target Stores,,,85239416082,"SUGAR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (PARTIALLY HYDROGENATED PALM KERNEL, PALM, MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SOYBEAN), COCOA POWDER PROCESSED WITH ALKALI, NONFAT DRY MILK, CORN SYRUP, SALT, WHEY POWDER, SODIUM BICARBONATE, YEAST, SOY LECITHIN, VANILLIN, CORNSTARCH, CONFECTIONER'S GLAZE, CARNAUBA WAX, RED 3, RED 40, YELLOW 6 AND BLUE 2.",,30.0,g,9 PIECES,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2018-03-11,2019-04-01,United States,,,,
265,358954,branded_food,R/S PISTACHIOS,,2019-04-01,CALIFORNIA FLAVORED NUTS,,,720118181940,"ROASTED PISTACHIOS, GARLIC POWDER, & SALT",,28.0,g,1 ONZ,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-07-14,2019-04-01,United States,,,,
266,359593,branded_food,GUMMY BEARS,,2019-04-01,SNAKCLUB,,,87076805395,"PRODUCT CONTAINS: CORN SYRUP, SUGAR, GELATINE, ACIDULANT (CITRIC ACID), PALM OIL, ARTIFICIAL FLAVORS, CARNAUBA WAX, BEES WAX, AERIFICIAL COLORS (YELLOW #5, YELLOW #6, BLUE #1, RED #40).",,40.0,g,15 PIECES,Candy,LI,,2018-02-03,2019-04-01,United States,,,,
271,360544,branded_food,PREMIUM ICE CREAM,,2019-04-01,"Weis Markets, Inc.",,,41497012039,"MILKFAT AND NONFAT MILK, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WHEY, BUTTERMILK, SUGAR SYRUP, MONO- AND DIGLYCERIDES, GUAR GUM, XANTHAN GUM, POLYSORBATE 80, ARTIFICIAL FLAVOR, LOCUST BEAN GUM AND CARRAGEENAN. ",,64.0,g,0.25 cup,Ice Cream & Frozen Yogurt,LI,,2018-06-06,2019-04-01,United States,,,,
274,361122,branded_food,"BLACK BEAR, SWISS EMMENTALER CHEESE",,2019-04-01,BLACK BEAR,,,2775655005592,"PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES.",,28.0,g,1 ONZ,Cheese,LI,,2017-10-13,2019-04-01,United States,,,,
276,361663,branded_food,BEETS,,2019-04-01,Seneca Foods Corporation,,,37100027880,"BEETS, WATER, HIGH FRUCTOSE CORN SYRUP, VINEGAR, SALT, NATURAL FLAVOR.",,29.0,g,4 SLICES,"Pickles, Olives, Peppers & Relishes",LI,,2018-01-15,2019-04-01,United States,,,,
279,362264,branded_food,PRETZEL CRACKERS,,2019-04-01,Snack Factory Inc,,,49508006190,"ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SEASONING (SESAME SEEDS AND SALT), SUGAR, MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), SODA.",,28.0,g,11 CRACKERS,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-07-14,2019-04-01,United States,,,,
280,362424,branded_food,CHOPPED RIPE OLIVES,,2019-04-01,"Topco Associates, Inc.",,,36800304147,"RIPE OLIVES, WATER, SALT, FERROUS GLUCONATE (TO STABILIZE COLOR).",,15.0,g,1 1/3 Tbsp,"Pickles, Olives, Peppers & Relishes",LI,,2018-10-04,2019-04-01,United States,,,,
283,363075,branded_food,"ARIZONA SNACK COMPANY, BRITE CRAWLERS",,2019-04-01,"Lehi Valley Trading Company, Inc.",,,95248803339,"CORN SYRUP, SUGAR, GELATIN, LACTIC ACID, FUMARIC ACID, CITRIC ACID, SODIUM LACTATE, CALCIUM LACTATE, TITANIUM DIOXIDE COLOR, YELLOW 5, RED 40, YELLOW 6, BLUE 1, NATURAL AND ARTIFICIAL FLAVOR.",,28.0,g,1 ONZ,Candy,LI,,2018-06-29,2019-04-01,United States,,,,
289,364460,branded_food,PREMIUM POPCORN,,2019-04-01,"Diamond Foods, Inc.",,,23896362700,"WHOLE GRAIN POPCORN, PALM OIL, SALT, NATURAL AND ARTIFICIAL FLAVOR [MILK], COLOR ADDED, FRESHNESS PRESERVED BY TBHQ.",,26.0,g,2 Tbsp,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2018-08-09,2019-04-01,United States,,,,
293,366117,branded_food,JALAPENO SLICES,,2019-04-01,Food Town Stores Inc.,,,35826080820,"JALAPENO PEPPERS, WATER, VINEGAR, SALT, DEHYDRATED ONIONS, DEHYDRATED GARLIC, CALCIUM CHLORIDE, 0.1% SODIUM BENZOATE (PRESERVATIVE), AND YELLOW 5.",,28.0,g,1 ONZ,"Pickles, Olives, Peppers & Relishes",LI,,2018-03-11,2019-04-01,United States,,,,
297,367176,branded_food,"VIC'S CORN POPPER, ALL NATURAL LITE CARAMEL POPCORN",,2019-04-01,"Ruth's Enterprises, Ltd",,,46555001079,"SUGAR. BROWN SUGAR, POPCORN, CORN SYRUP, CORN OIL, AND/OR SUNFLOWER OIL, BUTTER, LECITHIN, BAKING SODA, SALT.",,28.0,g,1 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2018-07-05,2019-04-01,United States,,,,
298,367294,branded_food,"SPRINGFIELD, LARGE PITTED CALIFORNIA RIPE OLIVES",,2019-04-01,"Unified Grocers, Inc.",,,41380496205,"RIPE OLIVES, WATER, SALT AND FERROUS GLUCONATE (ADDED TO STABILIZE COLOR)",,15.0,g,4 OLIVES,"Pickles, Olives, Peppers & Relishes",LI,,2018-07-05,2019-04-01,United States,,,,
300,367610,branded_food,"SANTANDER CHOCOLATE, DARK CHOCOLATE, COLUMBIAN SINGLE ORIGIN",,2019-04-01,Compania Nacional De Chocolates S.A.S.,,,51817506209,"COCOA MASS, CANE SUGAR, COCOA POWDER, COCOA BUTTER, EMULSIFIER (SOY LECITHIN (NOT PRODUCED USING BIOTECHNOLOGY)) AND NATURAL VANILLA FLAVOR. ""COCOA: MINIMUM 70%"".",,70.0,g,1 BAR,Chocolate,LI,,2018-07-06,2019-04-01,United States,,,,
301,367743,branded_food,"SHOPRITE, RICE CAKES, APPLE CINNAMON",,2019-04-01,Wakefern Food Corporation,,,41190031191,"WHOLE GRAIN BROWN RICE, SUGAR, SPICE, MALIC ACID, NATURAL FLAVOR.",,12.0,g,1 CAKE,Other Snacks,LI,,2018-01-18,2019-04-01,United States,,,,
304,368540,branded_food,"PARRANO, ORIGINAL CHEESE",,2019-04-01,PARRANO,,,206687208467,"PASTEURIZED COW'S MILK, SALT, CHEESE CULTURES, VEGETARIAN RENNET.",,28.0,g,1 ONZ,Cheese,LI,,2017-11-02,2019-04-01,United States,,,,
306,369185,branded_food,"BORDEN, PROCESS AMERICAN CHEESE",,2019-04-01,Kitchens Of Sara Lee,,,53000057352,"PROCESS AMERICAN CHEESE (AMERICAN CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES], WATER, CREAM, SODIUM PHOSPHATE, SALT, SORBIC ACID [PRESERVATIVE], COLOR ADDED)",,17.0,g,1 SLICE,Cheese,LI,,2017-07-14,2019-04-01,United States,,,,
310,369712,branded_food,"B&G, GHERKINS SWEET PICKLES",,2019-04-01,"B&G Foods, Inc.",,,31500003789,"CUCUMBERS, HIGH FRUCTOSE CORN SYRUP, WATER, DISTILLED VINEGAR, SALT, NATURAL FLAVORS, CALCIUM CHLORIDE, YELLOW 5 AND POLYSORBATE 80.",,28.0,g,1 ONZ,"Pickles, Olives, Peppers & Relishes",LI,,2018-07-11,2019-04-01,United States,,,,
313,370860,branded_food,DRY ROASTED MACADAMIAS WITH SEA SALT,,2019-04-01,Hawaiian Host Inc.,,,72992040036,"MACADAMIA NUTS, SEA SALT.",,28.0,g,0.25 cup,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2017-07-14,2019-04-01,United States,,,,
321,372662,branded_food,ORGANIC HARD CANDIES,,2019-04-01,Hillside Candy LLC,,,30568115281,"ORGANIC EVAPORATED CANE JUICE, ORGANIC BROWN RICE SYRUP, ORGANIC GINGER POWDER, NATURAL GINGER OIL, ORGANIC CAYENNE POWDER.",,16.0,g,4 PIECES,Candy,LI,,2017-07-14,2019-04-01,United States,,,,
323,372798,branded_food,ENRICHED PREMIUM WHITE BREAD,,2019-04-01,"Bimbo Bakeries USA, Inc.",,,73410003046,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, SOYBEAN OIL, YEAST, SALT, MONO- AND DIGLYCERIDES, PRESERVATIVES (CALCIUM PROPIONATE, SORBIC ACID), DATEM, GRAIN VINEGAR, ETHOXYLATED MONO- AND DIGLYCERIDES, NATURAL FLAVOR, SOY LECITHIN, CALCIUM SULFATE.",,33.0,g,1 SLICE,Breads & Buns,LI,,2018-01-19,2019-04-01,United States,,,,
324,372869,branded_food,CRISP LEMON COOKIES,,2019-04-01,Niche Foods,,,896879002142,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), GRANULATED SUGAR, DEXTROSE, VEGETABLE SHORTENING (PALM, CANOLA, AND/OR SOY OILS), POWDERED SUGAR, (SUGAR, CORN STARCH), LEMON JUICE POWDER [CITRIC ACID, LEMON OIL, LEMON JUICE, ASCORBIC ACID (VITAMIN C), MALTODEXTRIN], EGGS, SALT, BAKING SODA, NATURAL LEMON OIL.",,29.0,g,1 ONZ,Cookies & Biscuits,LI,,2018-06-26,2019-04-01,United States,,,,
327,373220,branded_food,"LA MORENA, GREEN PICKLED SERRANO PEPPERS",,2019-04-01,Productos Alimenticios La Morena S.A.,,,727452000418,"SERRANO PEPPERS, WATER, CARROTS, VINEGAR, ONIONS, SOYBEAN OIL, IODISED SALT, GARLIC AND SPICES.",,30.0,g,4 PEPPERS,"Pickles, Olives, Peppers & Relishes",LI,,2018-07-23,2019-04-01,United States,,,,
328,373257,branded_food,"ROLAND, GREEN PEPPERCORNS IN VINEGAR",,2019-04-01,American Roland Food Corp.,,,41224703506,"GREEN PEPPER-CORNS, WATER, VINEGAR, SALT.",,4.0,g,1 tsp,"Pickles, Olives, Peppers & Relishes",LI,,2018-07-23,2019-04-01,United States,,,,
329,373285,branded_food,"APPLEGATE, AMERICAN CHEESE",,2019-04-01,"Applegate Farms, LLC",,,25317777001,"AMERICAN CHEESE (CULTURED MILK, SALT, ENZYMES [NON-ANIMAL]), CREAM, SODIUM CITRATE, SALT. MADE WITH VEGETABLE RENNET.",,21.0,g,1 SLICE,Cheese,LI,,2018-07-23,2019-04-01,United States,,,,
331,374210,branded_food,"MEIJER, FRENCH BREAD",,2019-04-01,"Meijer, Inc.",,,708820233645,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, FERMENTED FLOUR (DRIED SOURDOUGH [WHEAT, RYE], YEAST, ANTIOXIDANT [ASCORBIC ACID, ENZYMES]), SALT, FERMENTED WHEAT FLOUR (WATER, FERMENTED WHEAT FLOUR), YEAST.",,57.0,g,"2 -1"" SLICES",Breads & Buns,LI,,2018-07-23,2019-04-01,United States,,,,
334,374282,branded_food,SLICED PICKLES,,2019-04-01,McIlhenny Company,,,11210025554,"CUCUMBERS, CANE SUGAR, GRAIN VINEGAR, SALT, TABASCO BRAND PEPPER SAUCE (DISTILLED VINEGAR, RED PEPPER, SALT), ALUM, ONIONS, MUSTARD SEED, SPICES, SODIUM BENZOATE ""TO PRESERVE FRESHNESS"", YELLOW 5.",,28.0,g,1 ONZ,"Pickles, Olives, Peppers & Relishes",LI,,2017-07-14,2019-04-01,United States,,,,
335,374806,branded_food,SAVORY BUTTER ROLLS,,2019-04-01,King's Hawaiian Bakery West,,,73435002017,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, BUTTER (PASTEURIZED CREAM, SALT), NONFAT MILK, CONTAINS LESS THAN 2% OF EACH OF THE FOLLOWING: POTATO FLOUR, EGGS, YEAST, DATEM, SALT, WHEY, WHEAT GLUTEN, DEGERMINATED YELLOW CORN FLOUR, SODIUM STEAROYL LACTYLATE, SORBIC ACID PRESERVATIVE, MONOCALCIUM PHOSPHATE, WHEAT FLOUR, CALCIUM SULFATE, ASCORBIC ACID ADDED AS A DOUGH CONDITIONER, WHEAT STARCH, SODIUM SILICOALUMINATE, AMMONIUM SULFATE, ENZYMES, SORBITAN MONOSTEARATE, MONO-& DIGLYCERIDES, CALCIUM SILICATE, MICROCRYSTALLINE CELLULOSE.",,28.0,g,1 ROLL,Breads & Buns,LI,,2018-11-19,2019-04-01,United States,,,,
